id,sell out date,order id,master product code,master product name,readable name,product code,color code,size code,price per pack,pcs per pack,quantity (pack),quantity,price per pack (ex vat),total amount
80296f42,11/27/2023 18:13:53,72c05f46,EP-002-M-02-A002,ผ้ายกตัว ELGO SMART-M-น้ำเงินแกมเงิน,ผ้ายกตัว ELGO SMART-M-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,M,1900,1,1,1,1775.700935,1900
d4beb0dc,11/27/2023 21:16:49,facfb727,EP-001-M-01-A000,ผ้ายกตัว ELGO SOFT-M-ไม่มีรหัสสี,ผ้ายกตัว ELGO SOFT-M-01-A000-ไม่มีรหัสสี,EP-001,01-A000,M,1123.5,1,15,15,1050,16852.5
78749439,11/28/2023 10:11:34,49977456,EP-001-M-01-A005,ผ้ายกตัว ELGO SOFT-M-น้ำเงินเหลี่ยม,ผ้ายกตัว ELGO SOFT-M-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,M,1450,1,1,1,1355.140187,1450
e1749665,11/29/2023 14:35:14,32be6d16,EP-011-F-01-A009,Glove-F-เขียวเส้นสั้นๆ,Glove-F-01-A009-เขียวเส้นสั้นๆ,EP-011,01-A009,F,440,1,1,1,411.2149533,440
b96d4dcf,11/29/2023 16:03:31,a7a45620,EP-006-XL-02-A001,เข็มขัดพยุงผู้ป่วย ELGO-XL-น้ำเงินกรมท่า,เข็มขัดพยุงผู้ป่วย ELGO-XL-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,XL,1750,1,1,1,1635.514019,1750
7ffb3670,11/29/2023 18:13:42,1ca559af,EP-002-L-02-A005,ผ้ายกตัว ELGO SMART-L-เทา,ผ้ายกตัว ELGO SMART-L-02-A005-เทา,EP-002,02-A005,L,1900,1,1,1,1775.700935,1900
c9aa0582,11/29/2023 18:34:25,c6435cf5,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,440,1,1,1,411.2149533,440
98ec58f4,11/30/2023 9:46:46,642160df,EP-021-F-01-A020,Safety Belt-F-น้ำเงินกรมท่า,Safety Belt-F-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,F,250,1,1,1,233.6448598,250
2f7fbd80,11/30/2023 9:46:22,642160df,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,440,1,2,2,411.2149533,880
52a0462a,11/30/2023 9:45:01,642160df,EP-001-XL-01-A005,ผ้ายกตัว ELGO SOFT-XL-น้ำเงินเหลี่ยม,ผ้ายกตัว ELGO SOFT-XL-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,XL,2300,1,1,1,2149.53271,2300
428c4282,11/30/2023 13:40:44,a7e328c4,EP-011-F-01-A002,Glove-F-หินอ่อน,Glove-F-01-A002-หินอ่อน,EP-011,01-A002,F,440,1,2,2,411.2149533,880
ee8362b1,11/30/2023 18:18:30,2524e52f,EP-011-F-01-A009,Glove-F-เขียวเส้นสั้นๆ,Glove-F-01-A009-เขียวเส้นสั้นๆ,EP-011,01-A009,F,440,1,2,2,411.2149533,880
86b6a847,12/1/2023 8:21:35,5435060d,EP-007-F-01-A005,Restrain Arm Leg-F-น้ำเงินเหลี่ยม,Restrain Arm Leg-F-01-A005-น้ำเงินเหลี่ยม,EP-007,01-A005,F,480,2,1,2,448.5981308,480
d5f6e812,12/2/2023 14:48:38,886606b5,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,440,1,2,2,411.2149533,880
5e7b4f01,12/2/2023 14:50:18,bcf90854,EP-002-L-02-A002,ผ้ายกตัว ELGO SMART-L-น้ำเงินแกมเงิน,ผ้ายกตัว ELGO SMART-L-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,L,2200,1,1,1,2056.074766,2200
eb6094ed,12/3/2023 10:29:03,5bb82f32,EP-001-L-01-A005,ผ้ายกตัว ELGO SOFT-L-น้ำเงินเหลี่ยม,ผ้ายกตัว ELGO SOFT-L-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,L,1700,1,1,1,1588.785047,1700
7e58ecac,12/3/2023 10:51:39,d240bf1d,EP-001-XL-01-A005,ผ้ายกตัว ELGO SOFT-XL-น้ำเงินเหลี่ยม,ผ้ายกตัว ELGO SOFT-XL-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,XL,2100,1,2,2,1962.616822,4200
be074d25,12/4/2023 7:22:49,7c1ea807,EP-006-L-02-A001,เข็มขัดพยุงผู้ป่วย ELGO-L-น้ำเงินกรมท่า,เข็มขัดพยุงผู้ป่วย ELGO-L-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,L,1750,1,1,1,1635.514019,1750
b0b66d13,12/4/2023 7:26:57,43700a0e,EP-006-XL-02-A001,เข็มขัดพยุงผู้ป่วย ELGO-XL-น้ำเงินกรมท่า,เข็มขัดพยุงผู้ป่วย ELGO-XL-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,XL,1750,1,1,1,1635.514019,1750
9abb000a,12/4/2023 17:37:46,b2ab7622,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,440,1,2,2,411.2149533,880
ab3d040d,12/4/2023 17:43:32,7f8717e7,EP-002-M-02-A007,ผ้ายกตัว ELGO SMART-M-ม่วง,ผ้ายกตัว ELGO SMART-M-02-A007-ม่วง,EP-002,02-A007,M,1900,1,1,1,1775.700935,1900
656610d4,12/4/2023 17:48:57,3eb573c3,EP-011-F-01-A006,Glove-F-ดอกไม้ขาวเล็ก,Glove-F-01-A006-ดอกไม้ขาวเล็ก,EP-011,01-A006,F,440,1,2,2,411.2149533,880
fe875dd9,12/4/2023 17:50:46,655718ca,EP-021-F-01-A020,Safety Belt-F-น้ำเงินกรมท่า,Safety Belt-F-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,F,250,1,1,1,233.6448598,250
e8e0a438,12/5/2023 14:25:03,fc537bf4,EP-001-M-01-A005,ผ้ายกตัว ELGO SOFT-M-น้ำเงินเหลี่ยม,ผ้ายกตัว ELGO SOFT-M-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,M,1400,1,1,1,1308.411215,1400
fb394bd0,12/5/2023 14:39:00,67faee67,EP-001-L-01-A001,ผ้ายกตัว ELGO SOFT-L-น้ำเงินลายจุด,ผ้ายกตัว ELGO SOFT-L-01-A001-น้ำเงินลายจุด,EP-001,01-A001,L,1700,1,1,1,1588.785047,1700
9062ce5a,12/5/2023 22:12:13,c755254c,EP-017-F-01-A000,Triangle Pillow-F-ไม่มีรหัสสี,Triangle Pillow-F-01-A000-ไม่มีรหัสสี,EP-017,01-A000,F,2400,1,1,1,2242.990654,2400
a4e68a8b,12/5/2023 22:15:22,0b01f48b,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,440,1,2,2,411.2149533,880
fe7a77c0,12/5/2023 22:17:27,f0daa241,EP-007-F-01-A000,Restrain Arm Leg-F-ไม่มีรหัสสี,Restrain Arm Leg-F-01-A000-ไม่มีรหัสสี,EP-007,01-A000,F,480,2,1,2,448.5981308,480
24124098,12/5/2023 22:22:41,cbc86cd6,EP-007-F-01-A005,Restrain Arm Leg-F-น้ำเงินเหลี่ยม,Restrain Arm Leg-F-01-A005-น้ำเงินเหลี่ยม,EP-007,01-A005,F,480,2,1,2,448.5981308,480
2d2b6d44,12/5/2023 22:24:53,b456bafc,EP-001-L-01-A001,ผ้ายกตัว ELGO SOFT-L-น้ำเงินลายจุด,ผ้ายกตัว ELGO SOFT-L-01-A001-น้ำเงินลายจุด,EP-001,01-A001,L,1750,1,1,1,1635.514019,1750
fdb75f61,12/5/2023 22:28:39,55936c89,EP-002-L-02-A007,ผ้ายกตัว ELGO SMART-L-ม่วง,ผ้ายกตัว ELGO SMART-L-02-A007-ม่วง,EP-002,02-A007,L,2200,1,1,1,2056.074766,2200
8573abcb,12/5/2023 23:12:31,58f2b346,EP-002-M-02-A004,ผ้ายกตัว ELGO SMART-M-เขียว,ผ้ายกตัว ELGO SMART-M-02-A004-เขียว,EP-002,02-A004,M,1900,1,1,1,1775.700935,1900
1141ae9d,12/5/2023 23:15:19,0f708aa4,EP-002-M-02-A001,ผ้ายกตัว ELGO SMART-M-น้ำเงินกรมท่า,ผ้ายกตัว ELGO SMART-M-02-A001-น้ำเงินกรมท่า,EP-002,02-A001,M,1900,1,1,1,1775.700935,1900
e54a2b2f,12/5/2023 23:16:54,160d1ff5,EP-001-M-01-A005,ผ้ายกตัว ELGO SOFT-M-น้ำเงินเหลี่ยม,ผ้ายกตัว ELGO SOFT-M-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,M,1450,1,1,1,1355.140187,1450
9001db86,12/6/2023 11:46:07,51a42538,EP-002-L-02-A005,ผ้ายกตัว ELGO SMART-L-เทา,ผ้ายกตัว ELGO SMART-L-02-A005-เทา,EP-002,02-A005,L,2200,1,1,1,2056.074766,2200
8e995db9,12/6/2023 11:49:18,639784de,EP-001-M-01-A001,ผ้ายกตัว ELGO SOFT-M-น้ำเงินลายจุด,ผ้ายกตัว ELGO SOFT-M-01-A001-น้ำเงินลายจุด,EP-001,01-A001,M,1450,1,1,1,1355.140187,1450
22c9b172,12/6/2023 11:54:24,32daf5b8,EP-002-L-02-A007,ผ้ายกตัว ELGO SMART-L-ม่วง,ผ้ายกตัว ELGO SMART-L-02-A007-ม่วง,EP-002,02-A007,L,2200,1,1,1,2056.074766,2200
bc97debf,12/7/2023 0:03:33,2f257951,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,460,1,1,1,429.9065421,460
20533fbc,12/7/2023 14:12:43,b4db1521,EP-002-M-02-A007,ผ้ายกตัว ELGO SMART-M-ม่วง,ผ้ายกตัว ELGO SMART-M-02-A007-ม่วง,EP-002,02-A007,M,1900,1,1,1,1775.700935,1900
71623aa6,12/7/2023 14:11:56,b4db1521,EP-001-M-01-A001,ผ้ายกตัว ELGO SOFT-M-น้ำเงินลายจุด,ผ้ายกตัว ELGO SOFT-M-01-A001-น้ำเงินลายจุด,EP-001,01-A001,M,1450,1,1,1,1355.140187,1450
e1c58d6e,12/7/2023 22:22:39,f40d32e9,EP-011-F-01-A009,Glove-F-เขียวเส้นสั้นๆ,Glove-F-01-A009-เขียวเส้นสั้นๆ,EP-011,01-A009,F,440,1,2,2,411.2149533,880
cf5e50c4,12/8/2023 10:48:02,aa9702f5,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,440,1,2,2,411.2149533,880
b631a0a4,12/8/2023 13:11:19,e699b258,EP-001-XL-01-A005,ผ้ายกตัว ELGO SOFT-XL-น้ำเงินเหลี่ยม,ผ้ายกตัว ELGO SOFT-XL-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,XL,2300,1,1,1,2149.53271,2300
f13e7566,12/8/2023 13:13:16,9c730e0d,EP-001-L-01-A000,ผ้ายกตัว ELGO SOFT-L-ไม่มีรหัสสี,ผ้ายกตัว ELGO SOFT-L-01-A000-ไม่มีรหัสสี,EP-001,01-A000,L,1625,1,10,10,1518.691589,16250
b538d49e,12/8/2023 22:20:12,23bee02b,EP-021-F-01-A020,Safety Belt-F-น้ำเงินกรมท่า,Safety Belt-F-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,F,250,1,1,1,233.6448598,250
0c2b3344,12/8/2023 22:22:41,8426664e,EP-021-F-01-A020,Safety Belt-F-น้ำเงินกรมท่า,Safety Belt-F-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,F,250,1,10,10,233.6448598,2500
3ca510b8,12/9/2023 11:04:14,d180bbc3,EP-002-M-02-A005,ผ้ายกตัว ELGO SMART-M-เทา,ผ้ายกตัว ELGO SMART-M-02-A005-เทา,EP-002,02-A005,M,1900,1,1,1,1775.700935,1900
98bf979e,12/9/2023 22:55:41,26eb895b,EP-011-F-01-A009,Glove-F-เขียวเส้นสั้นๆ,Glove-F-01-A009-เขียวเส้นสั้นๆ,EP-011,01-A009,F,440,1,2,2,411.2149533,880
84cc2d4f,12/9/2023 22:57:18,0ea7a8cc,EP-007-F-01-A005,Restrain Arm Leg-F-น้ำเงินเหลี่ยม,Restrain Arm Leg-F-01-A005-น้ำเงินเหลี่ยม,EP-007,01-A005,F,480,2,1,2,448.5981308,480
f5cb9d1c,12/9/2023 23:05:05,a7ed4ce0,EP-001-XL-01-A005,ผ้ายกตัว ELGO SOFT-XL-น้ำเงินเหลี่ยม,ผ้ายกตัว ELGO SOFT-XL-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,XL,2350,1,1,1,2196.261682,2350
048549d0,12/10/2023 12:11:13,1e755c71,EP-006-M-02-A001,เข็มขัดพยุงผู้ป่วย ELGO-M-น้ำเงินกรมท่า,เข็มขัดพยุงผู้ป่วย ELGO-M-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,M,1700,1,1,1,1588.785047,1700
5ea9db03,12/10/2023 17:29:10,1c303797,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,440,1,2,2,411.2149533,880
6b32eade,12/10/2023 19:13:19,78990af8,EP-001-XL-01-A005,ผ้ายกตัว ELGO SOFT-XL-น้ำเงินเหลี่ยม,ผ้ายกตัว ELGO SOFT-XL-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,XL,2350,1,1,1,2196.261682,2350
49265b32,12/11/2023 12:39:58,b5c8c2fa,EP-001-M-01-A001,ผ้ายกตัว ELGO SOFT-M-น้ำเงินลายจุด,ผ้ายกตัว ELGO SOFT-M-01-A001-น้ำเงินลายจุด,EP-001,01-A001,M,1450,1,1,1,1355.140187,1450
52bce922,12/11/2023 16:32:29,b7b56651,EP-011-F-01-A009,Glove-F-เขียวเส้นสั้นๆ,Glove-F-01-A009-เขียวเส้นสั้นๆ,EP-011,01-A009,F,440,1,2,2,411.2149533,880
657d6f7c,12/11/2023 19:15:10,d53166a5,EP-011-F-01-A002,Glove-F-หินอ่อน,Glove-F-01-A002-หินอ่อน,EP-011,01-A002,F,440,1,2,2,411.2149533,880
d67846b7,12/12/2023 11:19:37,a1c48180,EP-001-XL-01-A005,ผ้ายกตัว ELGO SOFT-XL-น้ำเงินเหลี่ยม,ผ้ายกตัว ELGO SOFT-XL-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,XL,2350,1,1,1,2196.261682,2350
28b93454,12/12/2023 11:21:04,c615688e,EP-019-F-01-A020,กระเป๋าใส่ถุงปัสสาวะ-F-น้ำเงินกรมท่า,กระเป๋าใส่ถุงปัสสาวะ-F-01-A020-น้ำเงินกรมท่า,EP-019,01-A020,F,200,1,160,160,186.9158879,32000
3c5eda34,12/12/2023 11:31:51,a2171632,EP-002-L-02-A007,ผ้ายกตัว ELGO SMART-L-ม่วง,ผ้ายกตัว ELGO SMART-L-02-A007-ม่วง,EP-002,02-A007,L,2112,1,1,1,1973.831776,2112
86a3c703,12/12/2023 11:52:35,6f5ac6e6,EP-021-XL-01-A020,Safety Belt-XL-น้ำเงินกรมท่า,Safety Belt-XL-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,XL,300,1,1,1,280.3738318,300
edc16933,12/12/2023 11:54:11,f9711e68,EP-021-XL-01-A020,Safety Belt-XL-น้ำเงินกรมท่า,Safety Belt-XL-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,XL,300,1,1,1,280.3738318,300
aeae8cf8,12/12/2023 11:58:04,dbfd58ae,EP-002-M-02-A005,ผ้ายกตัว ELGO SMART-M-เทา,ผ้ายกตัว ELGO SMART-M-02-A005-เทา,EP-002,02-A005,M,1900,1,1,1,1775.700935,1900
90b5eb39,12/12/2023 12:10:05,b4ee3619,EP-002-M-02-A007,ผ้ายกตัว ELGO SMART-M-ม่วง,ผ้ายกตัว ELGO SMART-M-02-A007-ม่วง,EP-002,02-A007,M,1824,1,1,1,1704.672897,1824
b36876f4,12/12/2023 13:22:26,1e4846c1,EP-001-L-01-A004,ผ้ายกตัว ELGO SOFT-L-น้ำตาล,ผ้ายกตัว ELGO SOFT-L-01-A004-น้ำตาล,EP-001,01-A004,L,1750,1,1,1,1635.514019,1750
58fda25e,12/12/2023 13:30:09,5b32d3c7,EP-001-L-01-A004,ผ้ายกตัว ELGO SOFT-L-น้ำตาล,ผ้ายกตัว ELGO SOFT-L-01-A004-น้ำตาล,EP-001,01-A004,L,1750,1,1,1,1635.514019,1750
bcb23e0d,12/12/2023 13:35:27,e86976a7,EP-002-L-02-A007,ผ้ายกตัว ELGO SMART-L-ม่วง,ผ้ายกตัว ELGO SMART-L-02-A007-ม่วง,EP-002,02-A007,L,2200,1,1,1,2056.074766,2200
8c6da5cc,12/12/2023 14:16:30,1edfbb12,EP-007-F-01-A005,Restrain Arm Leg-F-น้ำเงินเหลี่ยม,Restrain Arm Leg-F-01-A005-น้ำเงินเหลี่ยม,EP-007,01-A005,F,480,2,1,2,448.5981308,480
e05f993c,12/12/2023 14:16:04,1edfbb12,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,440,1,2,2,411.2149533,880
51ffe04a,12/12/2023 14:15:41,1edfbb12,EP-002-M-02-A005,ผ้ายกตัว ELGO SMART-M-เทา,ผ้ายกตัว ELGO SMART-M-02-A005-เทา,EP-002,02-A005,M,1900,1,1,1,1775.700935,1900
f883f026,12/12/2023 14:33:10,ad929ce5,EP-001-XL-01-A005,ผ้ายกตัว ELGO SOFT-XL-น้ำเงินเหลี่ยม,ผ้ายกตัว ELGO SOFT-XL-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,XL,2350,1,1,1,2196.261682,2350
cbe9da96,12/12/2023 18:22:02,7e2a7693,EP-002-L-02-A002,ผ้ายกตัว ELGO SMART-L-น้ำเงินแกมเงิน,ผ้ายกตัว ELGO SMART-L-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,L,2200,1,1,1,2056.074766,2200
211e0c87,12/12/2023 18:24:49,0a9421d9,EP-001-M-01-A001,ผ้ายกตัว ELGO SOFT-M-น้ำเงินลายจุด,ผ้ายกตัว ELGO SOFT-M-01-A001-น้ำเงินลายจุด,EP-001,01-A001,M,1450,1,1,1,1355.140187,1450
645bc878,12/12/2023 22:41:47,379439ac,EP-011-F-01-A009,Glove-F-เขียวเส้นสั้นๆ,Glove-F-01-A009-เขียวเส้นสั้นๆ,EP-011,01-A009,F,440,1,2,2,411.2149533,880
15f5e50f,12/12/2023 22:43:26,521dd007,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,460,1,1,1,429.9065421,460
8549b36e,12/12/2023 22:46:44,867c329b,EP-006-XL-02-A001,เข็มขัดพยุงผู้ป่วย ELGO-XL-น้ำเงินกรมท่า,เข็มขัดพยุงผู้ป่วย ELGO-XL-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,XL,1750,1,1,1,1635.514019,1750
38db798e,12/12/2023 22:55:35,72d0cab1,EP-001-M-01-A001,ผ้ายกตัว ELGO SOFT-M-น้ำเงินลายจุด,ผ้ายกตัว ELGO SOFT-M-01-A001-น้ำเงินลายจุด,EP-001,01-A001,M,1450,1,1,1,1355.140187,1450
7a630ddf,12/12/2023 8:54:54,08f635b9,EP-002-M-02-A002,ผ้ายกตัว ELGO SMART-M-น้ำเงินแกมเงิน,ผ้ายกตัว ELGO SMART-M-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,M,1900,1,1,1,1775.700935,1900
783d1807,12/12/2023 9:06:25,38ef5e78,EP-011-F-01-A005,Glove-F-น้ำเงินเหลี่ยม,Glove-F-01-A005-น้ำเงินเหลี่ยม,EP-011,01-A005,F,440,1,2,2,411.2149533,880
57741f79,12/12/2023 9:31:19,e28a544f,EP-002-L-02-A002,ผ้ายกตัว ELGO SMART-L-น้ำเงินแกมเงิน,ผ้ายกตัว ELGO SMART-L-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,L,2200,1,1,1,2056.074766,2200
698fa76b,12/13/2023 12:49:56,3737067b,EP-021-XL-01-A020,Safety Belt-XL-น้ำเงินกรมท่า,Safety Belt-XL-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,XL,300,1,1,1,280.3738318,300
87d2150d,12/13/2023 12:51:43,33b82d7f,EP-002-L-02-A005,ผ้ายกตัว ELGO SMART-L-เทา,ผ้ายกตัว ELGO SMART-L-02-A005-เทา,EP-002,02-A005,L,2200,1,1,1,2056.074766,2200
cba21e30,12/15/2023 16:09:56,b3638099,EP-001-L-01-A006,ผ้ายกตัว ELGO SOFT-L-ดอกไม้ขาวเล็ก,ผ้ายกตัว ELGO SOFT-L-01-A006-ดอกไม้ขาวเล็ก,EP-001,01-A006,L,1750,1,1,1,1635.514019,1750
1be8722f,12/15/2023 17:35:21,48f75bc3,EP-021-XL-01-A020,Safety Belt-XL-น้ำเงินกรมท่า,Safety Belt-XL-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,XL,300,1,1,1,280.3738318,300
3b7af7c2,12/15/2023 17:45:38,64778d33,EP-001-M-01-A005,ผ้ายกตัว ELGO SOFT-M-น้ำเงินเหลี่ยม,ผ้ายกตัว ELGO SOFT-M-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,M,1400,1,1,1,1308.411215,1400
cd6a0d2e,12/15/2023 17:54:02,63209174,EP-011-F-01-A009,Glove-F-เขียวเส้นสั้นๆ,Glove-F-01-A009-เขียวเส้นสั้นๆ,EP-011,01-A009,F,440,1,1,1,411.2149533,440
8db52066,12/15/2023 18:20:23,db1564e3,EP-011-F-01-A006,Glove-F-ดอกไม้ขาวเล็ก,Glove-F-01-A006-ดอกไม้ขาวเล็ก,EP-011,01-A006,F,440,1,2,2,411.2149533,880
9cf31136,12/15/2023 18:22:30,d8ef5ae0,EP-002-M-02-A005,ผ้ายกตัว ELGO SMART-M-เทา,ผ้ายกตัว ELGO SMART-M-02-A005-เทา,EP-002,02-A005,M,1900,1,1,1,1775.700935,1900
cf0e0d3a,12/15/2023 18:24:20,3cb028b0,EP-011-F-01-A002,Glove-F-หินอ่อน,Glove-F-01-A002-หินอ่อน,EP-011,01-A002,F,440,1,2,2,411.2149533,880
0b4a18aa,12/15/2023 18:26:23,3166a197,EP-011-F-01-A021,Glove-F-น้ำเงินจุดเขียวมินต์,Glove-F-01-A021-น้ำเงินจุดเขียวมินต์,EP-011,01-A021,F,440,1,2,2,411.2149533,880
dd35e550,12/15/2023 18:26:46,c9d3ce36,EP-011-F-01-A021,Glove-F-น้ำเงินจุดเขียวมินต์,Glove-F-01-A021-น้ำเงินจุดเขียวมินต์,EP-011,01-A021,F,460,1,1,1,429.9065421,460
3c77c65c,12/15/2023 18:25:56,c9d3ce36,EP-007-F-01-A005,Restrain Arm Leg-F-น้ำเงินเหลี่ยม,Restrain Arm Leg-F-01-A005-น้ำเงินเหลี่ยม,EP-007,01-A005,F,480,2,1,2,448.5981308,480
384de105,12/15/2023 18:29:50,ccad0d0e,EP-011-F-01-A021,Glove-F-น้ำเงินจุดเขียวมินต์,Glove-F-01-A021-น้ำเงินจุดเขียวมินต์,EP-011,01-A021,F,440,1,2,2,411.2149533,880
150f637d,12/15/2023 18:31:40,6dd65bfd,EP-011-F-01-A021,Glove-F-น้ำเงินจุดเขียวมินต์,Glove-F-01-A021-น้ำเงินจุดเขียวมินต์,EP-011,01-A021,F,440,1,2,2,411.2149533,880
7d0d6708,12/15/2023 18:33:12,0b735c55,EP-001-XL-01-A005,ผ้ายกตัว ELGO SOFT-XL-น้ำเงินเหลี่ยม,ผ้ายกตัว ELGO SOFT-XL-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,XL,2350,1,1,1,2196.261682,2350
b40804ff,12/15/2023 18:34:22,2d3b3a60,EP-002-M-02-A002,ผ้ายกตัว ELGO SMART-M-น้ำเงินแกมเงิน,ผ้ายกตัว ELGO SMART-M-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,M,1900,1,1,1,1775.700935,1900
e6c1a766,12/16/2023 19:12:45,1eb3a633,EP-006-XL-02-A001,เข็มขัดพยุงผู้ป่วย ELGO-XL-น้ำเงินกรมท่า,เข็มขัดพยุงผู้ป่วย ELGO-XL-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,XL,1750,1,1,1,1635.514019,1750
5311e2da,12/16/2023 19:12:07,1eb3a633,EP-021-XL-01-A020,Safety Belt-XL-น้ำเงินกรมท่า,Safety Belt-XL-01-A020-น้ำเงินกรมท่า,EP-021,01-A020,XL,300,1,1,1,280.3738318,300
8efd0646,12/16/2023 19:14:05,2ecd4eae,EP-002-L-02-A002,ผ้ายกตัว ELGO SMART-L-น้ำเงินแกมเงิน,ผ้ายกตัว ELGO SMART-L-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,L,2200,1,1,1,2056.074766,2200
14a52a7c,12/17/2023 19:22:05,42702007,EP-011-F-01-A021,Glove-F-น้ำเงินจุดเขียวมินต์,Glove-F-01-A021-น้ำเงินจุดเขียวมินต์,EP-011,01-A021,F,440,1,2,2,411.2149533,880
9dc8a6a3,12/17/2023 19:24:13,9ecfc85a,EP-001-L-01-A006,ผ้ายกตัว ELGO SOFT-L-ดอกไม้ขาวเล็ก,ผ้ายกตัว ELGO SOFT-L-01-A006-ดอกไม้ขาวเล็ก,EP-001,01-A006,L,1750,1,1,1,1635.514019,1750
ccae31c0,12/18/2023 19:13:00,71cecd15,EP-001-XL-01-A005,ผ้ายกตัว ELGO SOFT-XL-น้ำเงินเหลี่ยม,ผ้ายกตัว ELGO SOFT-XL-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,XL,2250,1,1,1,2102.803738,2250
ad970f73,12/18/2023 19:22:18,ab089344,EP-001-M-01-A005,ผ้ายกตัว ELGO SOFT-M-น้ำเงินเหลี่ยม,ผ้ายกตัว ELGO SOFT-M-01-A005-น้ำเงินเหลี่ยม,EP-001,01-A005,M,1450,1,1,1,1355.140187,1450
cfcef94f,12/19/2023 10:21:20,7880aa04,EP-006-M-02-A001,เข็มขัดพยุงผู้ป่วย ELGO-M-น้ำเงินกรมท่า,เข็มขัดพยุงผู้ป่วย ELGO-M-02-A001-น้ำเงินกรมท่า,EP-006,02-A001,M,1650,1,1,1,1542.056075,1650
85a7c872,12/19/2023 14:37:27,76614880,EP-002-L-02-A005,ผ้ายกตัว ELGO SMART-L-เทา,ผ้ายกตัว ELGO SMART-L-02-A005-เทา,EP-002,02-A005,L,2200,1,1,1,2056.074766,2200
0125caac,12/19/2023 17:31:09,bcd3aaa3,EP-002-L-02-A002,ผ้ายกตัว ELGO SMART-L-น้ำเงินแกมเงิน,ผ้ายกตัว ELGO SMART-L-02-A002-น้ำเงินแกมเงิน,EP-002,02-A002,L,2200,1,1,1,2056.074766,2200
65f8af0f,12/19/2023 17:38:05,12dc0e15,EP-002-M-02-A007,ผ้ายกตัว ELGO SMART-M-ม่วง,ผ้ายกตัว ELGO SMART-M-02-A007-ม่วง,EP-002,02-A007,M,1900,1,1,1,1775.700935,1900
